顧客ID,生年月日,性別,携帯TEL,自宅TEL,携帯メール,PCメール,職業
"086810097","19780429","女","有","無","無","有",""
"086810101","19880908","男","有","無","無","有","会社員"
"086810110","19990912","女","有","無","有","無",""
"086810111","19931125","女","有","無","有","無","会社員"
"086850038","19830729","女","有","無","無","有",""
"086850052","19621212","女","有","無","無","無",""
"086850054","19850511","女","有","無","有","無","パート・アルバイト"
"087212125","19930927","女","有","無","有","無","会社員"
"087212140","19720426","男","有","無","無","有","会社員"
"087322026","19931106","女","有","無","有","無","会社員"
"087322072","19891123","女","有","無","無","有",""
"087342009","19790129","女","有","無","無","有","会社員"
"087412075","19810216","女","有","無","有","無","会社員"
"087412105","19710330","女","有","無","有","無","自営業"
"087412135","19851021","男","有","無","無","有","会社員"
"087452035","19890726","男","有","無","無","有","会社員"
"087512045","19560123","女","有","無","無","有","自営業"
"087522039","19940613","女","有","無","無","有",""
"087612065","19921004","女","有","無","有","無","会社員"
"087722045","19690404","女","有","無","有","有","主婦"
"088112034","19940123","女","有","無","有","無","会社員"
"088152022","19770923","女","有","無","有","無","会社員"
"088152055","19840306","女","有","無","有","無","会社員"
"088152065","19970925","女","有","無","有","無","学生"
"088212044","19910216","女","有","無","無","有","パート・アルバイト"
"088220018","19941010","男","有","無","有","無","パート・アルバイト"
"088350002","19910502","女","有","無","有","無","会社員"
"088420003","19950629","女","有","無","無","有","会社員"
"088522005","20011127","女","有","無","有","無","学生"
"088612028","19900730","女","有","無","無","有","会社員"
"088912004","19600509","男","有","有","有","無","会社員"
"089110010","19750331","男","有","有","無","有","会社員"
"089120084","19870825","男","有","無","有","無","会社員"
"089150026","19920210","男","有","有","有","無","パート・アルバイト"
"089150054","19920110","女","有","無","無","有","その他"
"089230034","19890530","女","有","無","無","有","会社員"
"089310040","19911028","女","有","有","有","無","パート・アルバイト"
"089320040","19860908","男","有","無","無","有","会社員"
"089320043","19840818","女","有","無","無","有",""
"089410084","19940116","女","有","無","有","無","会社員"
"089410087","19690714","男","有","無","無","有","会社員"
"089430029","19930329","女","有","無","無","有",""
"089510064","19900206","女","有","無","無","有","会社員"
"089610017","19790514","女","有","無","有","無","パート・アルバイト"
"089610040","19680830","男","有","無","有","無","会社員"
"089610049","19940820","男","有","無","無","有","学生"
"089620027","19880214","女","有","無","無","有","会社員"
"089630035","19760906","女","有","無","無","有","会社員"
"089710065","19911013","女","有","無","有","無","会社員"
"089720038","19720913","","有","有","有","無","その他"
"089850001","19610905","女","有","有","有","無","パート・アルバイト"
"090110050","19911107","女","有","無","有","無","会社員"
"090120113","19920722","男","無","有","無","有",""
"090120123","19960703","女","有","有","有","無","会社員"
"090120125","19911024","女","有","無","有","無","会社員"
"090120126","19760329","女","有","無","有","有","会社員"
"090150095","19700514","女","有","無","無","有",""
"090210015","19741007","女","有","無","無","有","パート・アルバイト"
"090210136","19880925","女","有","無","有","無","会社員"
"090250064","19921130","女","有","無","有","無","会社員"
"090320037","19700927","男","有","有","有","無","会社員"
"090330027","19591024","女","有","無","有","無","主婦"
"090330070","19970711","男","有","無","有","無","会社員"
"090450015","19340409","男","無","有","無","有",""
"090450017","19940613","女","有","無","有","無",""
"090510060","19640222","女","有","無","有","有","パート・アルバイト"
"090550013","19930127","女","有","無","有","有","会社員"
"090550021","19950112","男","有","無","無","有","会社員"
"090620035","19950222","女","有","無","無","有","パート・アルバイト"
"090620036","19890611","男","有","無","無","有","会社員"
"090710058","19920905","女","有","無","有","無","会社員"
"090720043","19840811","女","有","無","無","有","会社員"
"090810055","19920511","女","有","無","有","無","会社員"
"090810066","19760902","女","有","無","無","有","主婦"
"092112046","19731126","女","有","有","無","有",""
"092152082","19460930","女","有","有","有","無",""
"092252035","19700901","男","有","無","無","有","会社員"
"092350007","19680715","男","有","無","有","無",""
"092432002","19621003","女","有","有","有","無","会社員"
"092452016","19660118","女","有","無","有","無","主婦"
"092512062","19781220","女","有","無","有","無","主婦"
"092622025","19630209","男","有","無","無","有",""
"092712067","19710802","女","有","無","有","無",""
"092722036","19750811","女","有","無","有","無",""
"093122194","19630130","男","有","有","有","有","会社員"
"093122216","19970507","女","有","無","無","有","会社員"
"093152150","19911115","女","有","無","無","有","会社員"
"093222092","19950805","男","有","有","無","有","会社員"
"093222093","19960704","男","有","無","無","有","学生"
"093222094","19860506","女","有","無","有","無",""
"093322063","19930201","女","有","無","無","有","自営業"
"093412164","19550510","男","有","有","有","無","自営業"
"093412186","19820326","男","有","無","無","有","会社員"
"093412212","19960429","女","有","無","無","有","学生"
"093412218","19861127","女","有","無","有","無","主婦"
"093412219","","女","無","有","無","無",""
"093512144","19650919","女","有","有","有","有","その他"
"093522037","19710925","男","有","有","無","有","会社員"
"093612081","19810601","男","有","無","無","有","自営業"
"093612111","19840128","男","有","無","無","有","会社員"
"093632121","19910124","男","有","無","無","有","会社員"
"093632123","19961221","女","有","無","有","無","主婦"
"093712038","19891126","女","有","無","有","有","会社員"
"093712105","19951120","女","有","無","有","無",""
"093722093","19840913","男","有","無","無","有","パート・アルバイト"
"093732021","19860731","","有","無","有","無",""
"093752047","19670620","女","有","有","有","無","会社員"
"093852065","19950728","女","有","有","有","無","会社員"
"094122063","19990828","女","有","有","有","無",""
"094130027","19840706","女","有","無","無","有","自営業"
"094152055","19800827","女","有","無","有","無","パート・アルバイト"
"094152056","19691217","女","有","有","無","有",""
"094152061","19890509","女","有","無","無","有","会社員"
"094212066","19731002","女","有","有","有","無",""
"094212075","19790220","女","有","無","無","有","会社員"
"094232019","19670816","男","有","無","有","無","会社員"
"094322040","19610215","女","有","無","有","無",""
"094350001","19730618","男","有","無","有","無",""
"094412054","19881007","女","有","無","有","無","会社員"
"094452004","19890425","女","有","無","有","無","会社員"
"094452017","19730323","女","有","無","有","無","会社員"
"094512042","19880613","女","有","無","有","無","会社員"
"094622027","19620411","男","有","有","無","有","自営業"
"094632014","19750218","女","有","有","無","有","会社員"
"094632032","19711204","女","有","無","有","無","会社員"
"095220005","19640824","女","有","有","無","有","会社員"
"095250008","19910928","男","有","無","有","無","その他"
"095510032","19801101","","有","無","有","無","パート・アルバイト"
"095610068","19841202","女","有","無","無","有",""
"095610069","19900516","女","有","無","有","無","会社員"
"095630001","19730507","女","有","有","有","無","パート・アルバイト"
"095650014","19790415","男","有","無","無","有",""
"095650015","19730909","女","有","無","有","無",""
"095720007","19420424","女","有","有","有","有","会社員"
"095810028","19861002","女","有","無","無","有","会社員"
"096120027","19700913","女","無","有","無","有","主婦"
"096120042","19570923","男","有","有","無","有","会社員"
"096120049","19621204","女","有","有","有","無","パート・アルバイト"
"096120074","19730511","女","有","有","有","無","パート・アルバイト"
"096130019","19920709","男","有","無","有","無","会社員"
"096140007","19610926","男","有","無","有","無","会社員"
"096150017","19710919","女","有","無","無","有","主婦"
"096150039","19860504","女","有","無","無","有",""
"096150053","19730326","女","有","無","有","無","主婦"
"096150054","19840508","女","有","無","有","無","会社員"
"096210058","19770711","女","有","無","無","有","自営業"
"096220026","19771119","女","有","無","有","無","主婦"
"096230025","19850205","女","有","無","有","有","パート・アルバイト"
"096310035","19710930","女","有","無","無","有","会社員"
"096310064","19740425","女","有","無","無","有","主婦"
"096310066","19810718","女","有","無","有","無",""
"096310067","19870331","女","有","無","無","有","会社員"
"096320027","19960913","女","有","無","有","無","学生"
"096410010","19680930","女","有","無","有","無","主婦"
"096410069","19770531","女","有","無","有","無","パート・アルバイト"
"096410071","19970527","女","有","有","有","無","学生"
"096410072","19771219","男","有","無","無","有","会社員"
"096430001","19930601","男","有","無","有","有","会社員"
"096510044","19850407","女","有","無","有","無",""
"096620004","19610911","女","有","有","有","有","パート・アルバイト"
"096620017","19631204","女","有","無","有","無","パート・アルバイト"
"096620022","19801205","女","有","無","無","有","会社員"
"096710008","19700505","女","有","有","有","有","主婦"
"096720001","19511013","女","有","有","無","有","その他"
"096720018","19640810","女","有","有","有","無","会社員"
"096850028","19891118","女","有","無","無","有","会社員"
"096850032","19910311","女","有","無","有","無",""
"097110005","19820131","女","有","無","有","有","その他"
"097130002","19900322","女","有","無","有","有","会社員"
"097150007","19941221","女","有","有","有","有","学生"
"097750003","19700616","女","有","無","無","有","会社員"
"098152009","19820302","女","有","有","有","無","会社員"
"098152044","19870120","女","有","無","有","無","パート・アルバイト"
"098152045","19980328","女","有","無","無","有","パート・アルバイト"
"098812024","19850524","男","有","無","有","無","会社員"
"099110063","19931208","女","有","無","有","無",""
"099110064","19711112","女","有","無","無","有","パート・アルバイト"
"099110065","19921231","女","有","無","有","無","その他"
"099120061","19650701","男","有","有","有","無","会社員"
"099120177","19850324","女","有","無","無","有","会社員"
"099120179","19960120","女","有","無","有","無",""
"099150055","19700302","女","有","有","有","有","主婦"
"099220026","19760722","女","有","有","有","無","自営業"
"099310006","19730131","女","有","有","有","無","会社員"
"099310013","19591229","女","有","有","有","有","自営業"
"099310143","19751005","男","有","無","有","無","会社員"
"099310146","19960625","女","有","無","有","無","会社員"
"099330062","19920907","女","有","無","有","無","会社員"
"099330084","19910331","女","有","無","有","無","その他"
"099410018","19880811","女","有","有","有","有","会社員"
"099410129","19820210","女","有","無","無","有","その他"
"099430024","19810209","女","有","無","無","有","その他"
"099610047","19900501","女","有","無","有","無","会社員"
"099610050","19740322","女","有","無","有","無","主婦"
"099620029","19860303","女","有","無","無","有","会社員"
"099630021","19791125","女","有","有","有","有","会社員"
"099630046","19820715","女","有","無","有","無","パート・アルバイト"
"099650003","19430819","女","有","有","無","有","主婦"
"099650011","19980430","女","有","無","有","無","会社員"
"099720005","19751225","女","有","有","有","無","会社員"
"099720043","19890129","女","有","無","有","有","会社員"
"099750004","19640329","女","有","有","有","無","パート・アルバイト"
"099750036","19900107","女","有","無","無","有",""
"099810006","19831121","女","有","有","有","無","パート・アルバイト"
"099910008","19640919","男","有","有","無","有","会社員"
"100720012","19780315","女","有","無","無","有","会社員"
"101110048","19950720","女","有","無","有","無","会社員"
"101110050","19680502","女","有","無","無","有","会社員"
"101120011","19621130","女","有","無","有","無","自営業"
"101120078","19770827","男","有","無","有","無",""
"101150075","19990216","女","有","無","有","有","その他"
"101250049","19690909","女","有","無","無","有","会社員"
"101250054","19771226","女","有","無","有","無",""
"101250057","19880606","女","有","無","有","無","会社員"
"101310047","19730411","男","有","無","有","無","自営業"
"101310070","19680625","女","有","無","有","無","パート・アルバイト"
"101320031","19861121","男","有","無","無","有","会社員"
"101410031","19590312","男","有","有","無","有","その他"
"101510004","19720803","女","有","有","有","無","主婦"
"101540004","19740904","男","有","無","無","有","会社員"
"101630021","19840315","女","有","無","無","有","パート・アルバイト"
"102140004","19490419","男","有","有","無","有",""
"102210028","19711011","女","有","有","有","無","会社員"
"102210068","19920707","女","有","無","有","無","会社員"
"102250008","19520826","女","有","有","有","無","自営業"
"102310030","19840410","女","有","無","無","有","会社員"
"102330003","19890619","男","有","有","有","無","学生"
"102410055","19901010","女","有","無","無","有",""
"102410057","19970501","男","有","有","有","無","学生"
"102410058","19800928","男","有","無","無","有","会社員"
"102410059","20030224","女","有","有","有","有","学生"
"102440002","19440206","男","有","有","無","有","その他"
"102510017","19510122","女","有","有","無","有","主婦"
"102510038","19650207","女","有","有","有","無","会社員"
"102510063","19691107","女","有","無","有","無","パート・アルバイト"
"102550010","19991112","男","有","無","有","無",""
"102710030","19810108","男","有","有","無","有","自営業"
"102720011","19610117","女","有","有","有","無","主婦"
"102750020","19870803","女","有","無","有","無","会社員"
"102810023","19790619","男","有","無","無","有","会社員"
"102810049","19760319","女","有","有","無","有",""
"102850013","19780615","男","有","無","無","有","会社員"
"104150286","19910506","男","有","無","無","有",""
"104410075","19960419","女","有","有","無","有","学生"
"104510039","19780421","男","有","無","有","無","その他"
"104710127","19940923","女","有","無","有","無","会社員"
"104730024","19910827","女","有","無","無","有","会社員"
"108140003","19690629","女","有","有","有","無","会社員"
"108150001","19430421","男","有","無","有","無","その他"
"108150037","19730913","女","有","無","有","有","会社員"
"108250022","19830113","女","有","無","無","有","会社員"
"108310018","19831223","女","有","無","無","有","会社員"
"108410069","19950318","女","有","無","無","有","会社員"
"108610010","19920922","女","有","無","無","有","会社員"
"108630017","19731012","女","有","有","有","無","会社員"
"108650006","19890810","男","無","有","無","有",""
"108710020","19870901","","無","有","有","無",""
"108810007","19620831","男","無","有","無","有","自営業"
"109110062","19960705","女","無","有","有","無","学生"
"109130019","19900427","女","有","無","有","無","会社員"
"109230052","19950828","女","有","無","無","有","学生"
"109310083","19840301","男","有","無","無","有","会社員"
"109330041","19980817","女","有","無","有","無","学生"
"109410137","19970905","男","有","無","無","有","学生"
"109510135","19530110","男","有","無","有","無","会社員"
"109620063","19911231","女","有","無","無","有","会社員"
"109750050","19760325","女","有","無","有","無",""
"110120047","19920723","女","有","無","無","有",""
"110130008","19670310","女","有","有","有","無","会社員"
"110220002","19660130","女","有","有","有","有","パート・アルバイト"
"110810028","19910915","女","有","有","無","有",""
"111110024","19741012","女","有","有","有","有","会社員"
"111120006","19700414","女","有","有","無","有","主婦"
"111120034","19670817","男","無","有","無","有",""
"111130008","19860307","女","有","無","有","無","会社員"
"111130010","19720414","男","無","有","無","有","会社員"
"111130013","19890109","女","有","無","有","無","主婦"
"111130014","19961108","女","有","無","有","無","学生"
"111230002","19431125","男","有","有","有","無","会社員"
"111230018","19800301","男","有","無","無","有",""
"111310042","19740810","女","有","無","有","有","主婦"
"111340001","****0222","女","無","有","無","有",""
"111410012","****0506","","無","有","有","有",""
"111410024","","男","無","有","無","有",""
"111520008","19781208","女","有","無","有","無","会社員"
"111630014","19790712","女","有","無","無","有","会社員"
"111710009","19680503","女","無","有","無","有","主婦"
"111710020","19910322","男","無","有","無","有","その他"
"111810011","19510819","","有","有","有","無",""
"111850013","19730622","男","無","有","有","無","会社員"
"111910012","19811128","女","有","無","無","有","会社員"
"112120038","19891003","女","有","無","無","有","会社員"
"112120062","19810519","男","有","無","有","無","会社員"
"112150022","19800219","女","有","有","無","有","会社員"
"112210001","19761204","男","無","有","無","有","会社員"
"112220021","19881009","男","有","無","無","有",""
"112250024","19850603","男","有","無","無","有","会社員"
"112330013","19860222","男","有","無","無","有","会社員"
"112340004","19660122","女","有","無","有","無","自営業"
"112410042","19810314","男","有","無","有","有",""
"112410054","19600706","女","有","有","有","無","パート・アルバイト"
"112710027","19530825","女","有","有","有","無","主婦"
"113110026","19990618","女","有","無","無","有","学生"
"113120002","19920922","女","有","有","有","有","会社員"
"113120039","19630302","女","有","無","無","有","パート・アルバイト"
"113250039","19931005","女","有","無","無","有","会社員"
"113250040","19870828","女","有","無","有","無","会社員"
"113410002","19600320","女","有","有","有","有","その他"
"113630018","19930328","女","有","有","有","無","パート・アルバイト"
"113630020","19820811","女","有","無","有","無","会社員"
"116110005","19790208","女","有","無","有","無","主婦"
"116210019","19850309","女","有","無","有","無",""
"116410015","19900523","女","有","無","有","無",""
"116610010","19550121","女","有","無","無","無",""
"116710007","19930706","男","有","無","有","無","会社員"
"117110002","19931227","女","有","無","有","無","会社員"
"117150050","19711028","女","有","無","有","無","主婦"
"117220017","19800620","女","有","無","無","有","主婦"
"117430015","19930202","女","有","無","有","無",""
"117450011","19960404","女","有","無","有","無",""
"117510017","19780927","女","有","無","無","有","自営業"
"118630008","19670127","女","有","無","有","無",""
"119110083","19940326","女","有","無","有","無","パート・アルバイト"
"119110090","19951230","女","有","有","有","無","パート・アルバイト"
"119120046","19921027","男","有","無","無","有","会社員"
"119120058","19791129","女","有","無","有","無","会社員"
"119120157","19930927","男","有","無","無","有","会社員"
"119130042","19931118","女","有","無","有","無","会社員"
"119140006","19930531","女","有","無","有","無","会社員"
"119150150","19930114","女","有","無","無","有","会社員"
"119150173","19880522","女","有","無","有","無","会社員"
"119150177","19890310","女","有","無","有","無","主婦"
"119210109","19921016","女","有","有","無","有","会社員"
"119230032","19790818","女","有","無","有","無","その他"
"119230044","19670826","男","有","無","有","無","会社員"
"119250075","19960311","女","有","無","無","有",""
"119250076","19671028","女","有","有","無","有","主婦"
"119310094","19951023","女","有","無","有","無","パート・アルバイト"
"119310097","19951017","女","有","無","有","有","パート・アルバイト"
"119320022","19530922","男","無","有","有","有","会社員"
"119320070","19880117","女","有","無","無","有","会社員"
"119330101","19880901","女","有","無","有","無","会社員"
"119330123","19890123","女","有","無","有","無","会社員"
"119330124","19980814","女","有","無","有","無","パート・アルバイト"
"119330126","19640813","女","有","有","有","無","パート・アルバイト"
"119410104","19910213","女","有","有","無","有","会社員"
"119410112","19830113","女","無","有","無","有","その他"
"119410113","19801211","男","有","有","無","無","会社員"
"119430027","19731203","女","有","無","有","無","会社員"
"119440010","19921006","女","有","無","有","無","会社員"
"119450004","19801112","男","有","無","無","有","自営業"
"119450023","19950122","女","有","無","無","有","会社員"
"119450036","19651019","女","有","有","無","有","パート・アルバイト"
"119520009","19670204","女","有","有","無","有","その他"
"119520027","19730913","女","有","無","有","無","会社員"
"119520030","19940421","男","有","有","無","有","会社員"
"119710089","19961029","女","有","無","有","無","会社員"
"119710094","19910112","女","有","無","無","有","会社員"
"119720003","19741118","女","有","有","有","有","その他"
"119850005","19600815","女","有","無","有","有","会社員"
"119850007","19960408","女","有","無","有","有","学生"
"119910034","19820707","女","有","無","無","無","会社員"
"120110101","19830512","男","有","無","無","有","会社員"
"120110120","19920526","女","有","無","有","無","会社員"
"120110124","19890325","女","有","無","無","有","その他"
"120120201","19900115","女","有","無","無","有","会社員"
"120120207","19971022","女","有","有","有","無","学生"
"120130062","19970926","女","有","無","有","無","会社員"
"120150075","19920707","女","有","無","有","無","会社員"
"120150104","19950815","女","有","無","有","無","会社員"
"120150120","19810222","女","有","無","有","有","主婦"
"120150189","19971009","女","有","無","有","無","会社員"
"120150192","19950327","女","有","無","有","無","会社員"
"120150193","19970913","女","無","有","無","有","学生"
"120210098","19770209","男","有","無","無","有","自営業"
"120210132","19940809","女","有","無","有","無",""
"120210150","19780406","女","有","無","無","有","会社員"
"120210163","19740419","女","有","無","有","無",""
"120220074","19921002","男","有","無","有","無","会社員"
"120220078","19890822","女","有","無","無","有","会社員"
"120230051","19850123","女","有","無","有","有","自営業"
"120250136","19910217","女","有","無","無","有","パート・アルバイト"
"120310157","19941120","女","有","無","無","有","会社員"
"120310162","19820408","女","無","有","無","有",""
"120320089","19870319","男","有","無","無","有",""
"120320098","19871127","女","有","無","有","無","会社員"
"120330084","19970301","女","有","無","無","有","主婦"
"120410116","19891003","女","有","無","有","無","会社員"
"120410123","19841224","女","有","無","有","無","会社員"
"120410151","19871215","女","有","無","無","有","会社員"
"120410160","19840122","女","有","無","有","有","会社員"
"120410185","19890606","女","有","無","無","有","会社員"
"120410200","19730909","女","有","無","有","無","会社員"
"120410202","19940730","女","有","無","有","無","パート・アルバイト"
"120410206","19870916","女","有","無","無","無",""
"120430026","19720601","男","有","無","無","有","会社員"
"120510031","19710416","男","有","有","有","無","会社員"
"120510065","19890123","女","有","無","無","有","その他"
"120510129","19480401","男","有","無","無","有","自営業"
"120520045","19750306","男","有","無","無","無","自営業"
"120630022","19931110","女","有","無","有","無","学生"
"120710094","19880226","男","有","無","有","無","会社員"
"120720016","19880706","女","有","無","無","有","会社員"
"120720065","19890511","男","有","無","無","有","会社員"
"120720087","19791221","女","有","無","有","有","会社員"
"120730016","19880807","男","有","無","有","無","自営業"
"120730037","19731101","女","有","無","無","有","会社員"
"120750034","19831003","男","有","無","有","無","会社員"
"120810052","19700919","女","有","無","有","無","主婦"
"120810117","19860409","女","有","無","無","有",""
"120810120","19900925","女","有","無","有","無","会社員"
"120910050","19940721","女","有","無","有","無","会社員"
"121120044","19770715","男","有","無","無","有","自営業"
"121130009","19881107","女","有","有","無","有","会社員"
"121150040","19880901","男","有","無","有","無","会社員"
"121210033","19940116","女","有","無","有","無","会社員"
"121220016","19900618","女","有","無","有","無","会社員"
"121220018","19861122","女","有","無","無","有","会社員"
"121410048","19960207","女","有","無","有","無","会社員"
"121410050","19800714","女","有","無","有","無","その他"
"121750015","19990113","女","有","無","無","有","会社員"
"122120074","19971127","男","有","無","無","有","会社員"
"122150012","19671012","女","有","無","有","無","パート・アルバイト"
"122250074","19861219","女","有","無","有","無","パート・アルバイト"
"122310020","19940911","女","有","無","有","無","会社員"
"122410058","19910724","女","有","無","有","無","パート・アルバイト"
"122410059","19890925","男","有","無","無","有","その他"
"122610014","19720502","女","有","無","無","有","パート・アルバイト"
"122620011","19701222","女","有","有","有","無","会社員"
"122620014","19810626","女","有","無","有","無","パート・アルバイト"
"122640001","19910622","女","有","無","有","無","その他"
"123710005","19780112","女","有","無","無","有",""
"124210082","19740613","女","有","無","有","無","主婦"
"124220038","19910720","女","有","無","有","無","会社員"
"124250072","19740821","女","有","無","有","無",""
"124250075","19831207","女","有","無","無","有","パート・アルバイト"
"124310044","19620715","","無","有","有","有",""
"124320039","19810607","女","有","無","無","有","会社員"
"124320053","19630813","女","有","無","有","無","会社員"
"124330015","19890626","女","有","無","無","有","会社員"
"124340006","19840810","女","有","無","有","無",""
"124410105","19710112","女","無","有","有","無",""
"124410116","19930712","女","有","無","有","無","その他"
"124430012","19930415","女","有","無","有","無","主婦"
"124520010","19610928","男","有","無","無","有","会社員"
"124620033","19840327","女","有","無","無","有","主婦"
"124630071","19740407","","無","有","有","無","パート・アルバイト"
"124630073","19610906","女","有","無","有","無",""
"124650013","19590930","女","無","有","有","無",""
"124730015","19921216","女","有","無","有","無","会社員"
"124810093","19691006","女","有","無","無","有","その他"
"124810100","19650611","女","有","無","有","無","主婦"
"124810101","19870715","女","有","無","無","有","学生"
"125630015","19941217","女","有","無","有","無","会社員"
"125650018","19920319","女","有","無","有","無","パート・アルバイト"
"125810032","19890530","男","有","無","無","有","自営業"
"126150020","19821009","男","有","無","有","無","会社員"
"126220006","19901218","女","有","無","有","無","その他"
"126320005","19860905","男","有","無","有","無","会社員"
"126330010","19921211","女","有","無","無","有","会社員"
"126510007","19970605","女","有","無","有","無","パート・アルバイト"
"126610009","19880908","女","有","無","無","有","自営業"
"126610011","19850124","女","有","無","無","有",""
"126630013","19960727","女","有","無","無","有","会社員"
"126720005","19520311","男","有","無","無","有","パート・アルバイト"
"126730001","19870122","男","有","有","有","無","自営業"
"126810014","19690109","","有","無","有","無","会社員"
"126850010","19720622","女","有","無","無","有","会社員"
"127150042","19710910","女","有","有","有","無","パート・アルバイト"
"127150049","19770205","女","有","有","有","無","主婦"
"127150069","19950818","女","有","無","有","無","パート・アルバイト"
"127310033","19730618","女","有","有","有","無","パート・アルバイト"
"127320039","19691201","女","有","有","有","無",""
"127450002","19880105","女","有","有","有","有","パート・アルバイト"
"127510003","19730520","女","有","有","有","無","パート・アルバイト"
"128110003","19791121","女","有","無","無","有","会社員"
"128120046","19941109","女","有","無","無","有","会社員"
"128120050","19950524","男","有","有","無","有","会社員"
"128120052","19970124","女","有","無","無","有",""
"128210026","19590103","男","有","無","無","有",""
"128230011","19810601","女","有","無","有","無","主婦"
"128250005","19700611","女","有","有","有","無","主婦"
"128250028","19740822","男","有","有","有","有","自営業"
"128310013","19740727","女","有","無","有","無","パート・アルバイト"
"128610020","19840922","女","有","無","無","有","自営業"
"128810026","19780827","女","有","無","無","有",""
"129210051","19880930","女","有","無","無","有",""
"129310032","19890817","女","有","無","無","有","会社員"
"129310035","19940519","女","有","無","有","無",""
"129320003","19780606","男","有","有","有","有","会社員"
"129340007","19840301","女","有","無","無","有","主婦"
"129350002","19950407","女","有","無","無","有",""
"129410023","19691127","男","有","無","有","無","会社員"
"129410037","19620225","女","有","有","有","無","会社員"
"129410056","19980816","女","有","無","無","有","主婦"
"129550007","19670411","男","有","有","有","有","会社員"
"131120010","19741205","女","無","有","無","有","会社員"
"131150001","19630906","女","有","有","有","無",""
"131150008","19940202","女","有","無","無","有","パート・アルバイト"
"131230012","19720811","女","有","有","有","無","パート・アルバイト"
"131310029","19931226","女","有","無","有","無","会社員"
"131410003","19740819","男","有","無","有","無","その他"
"131410013","19600212","女","有","有","有","無","主婦"
"131410030","19801210","男","無","有","無","有","会社員"
"131510007","19631012","女","有","有","有","有","会社員"
"131710020","19910906","女","有","無","無","有","会社員"
"131710026","19660629","男","有","無","無","有",""
"131720019","19560405","","有","無","無","有","パート・アルバイト"
"131910002","19631011","女","有","無","無","有","パート・アルバイト"
"132110020","19650410","男","有","無","無","有","自営業"
"132120012","19790208","女","有","無","無","有","会社員"
"132220014","19711009","男","有","無","有","有","会社員"
"132230022","19920123","女","有","無","無","有","主婦"
"132320011","19501024","女","有","有","無","有","主婦"
"132330014","19560624","女","有","無","有","無","主婦"
"132410036","19890706","女","有","無","無","有","会社員"
"132620013","19630531","女","有","無","有","無","パート・アルバイト"
"132620024","19700108","女","有","有","有","無","パート・アルバイト"
"132720014","19960630","女","有","無","無","有","学生"
"132810001","19901110","女","有","無","無","有","その他"
"132810031","19450908","女","有","有","有","無","パート・アルバイト"
"133330019","19851117","女","有","無","有","無","パート・アルバイト"
"133410093","19841229","男","有","無","有","無","会社員"
"133430024","19931117","女","有","無","有","無","会社員"
"133520007","19771203","女","無","有","無","有","その他"
"133520028","19811028","女","有","無","有","無","主婦"
"133630056","19760310","男","有","有","無","有","自営業"
"133650010","19880705","男","有","無","無","有","会社員"
"133710052","19890119","女","有","無","有","有",""
"133710053","19720623","女","有","無","有","無","主婦"
"133710055","19760901","","有","無","無","有",""
"133720019","19820602","女","有","無","無","有","その他"
"134110024","19790519","女","有","無","有","無","会社員"
"134110028","19750913","女","有","無","無","有","パート・アルバイト"
"134110030","19890322","男","有","無","有","無","会社員"
"134120001","19670409","女","有","有","有","無","パート・アルバイト"
"134120073","20001019","男","有","無","有","無","学生"
"134120074","19860919","女","有","無","無","有","会社員"
"134310064","19780625","女","有","無","無","有","会社員"
"134330013","19830610","女","有","無","有","無","会社員"
"134410019","19911208","男","有","無","無","有","会社員"
"134410035","19670613","女","有","無","有","無","その他"
"134450001","19640912","女","有","無","無","有","会社員"
"134510032","19680404","女","有","無","有","無","会社員"
"134510033","19751126","女","無","有","有","無","会社員"
"134650030","19810114","女","有","無","有","無","会社員"
"134720014","19810205","男","有","有","無","有","会社員"
"135110036","19640502","女","有","無","有","無","主婦"
"135110045","19680701","女","有","無","無","有","パート・アルバイト"
"135120117","19930604","女","有","無","有","無",""
"135130073","19831212","女","有","無","無","有","会社員"
"135130074","19940809","女","有","無","無","有","その他"
"135130076","19931025","女","有","無","有","無","主婦"
"135150128","19881007","女","有","無","有","無","会社員"
"135210091","19910714","女","有","無","無","有","会社員"
"135220046","19971104","女","有","無","有","無","会社員"
"135320016","19800226","女","有","有","無","有","会社員"
"135320069","19730326","女","有","無","無","有","主婦"
"135320072","19920421","女","有","無","有","無","会社員"
"135410111","19891103","女","有","無","無","有",""
"135410141","19960629","女","有","無","無","有","会社員"
"135410149","19591018","女","有","無","有","無","パート・アルバイト"
"135440005","19830103","女","有","有","無","有","会社員"
"135450035","19850508","男","有","無","無","有","会社員"
"135520036","19820918","女","有","無","有","無","会社員"
"135520050","19880607","女","有","無","無","有","会社員"
"135520051","19790926","女","有","無","有","無","会社員"
"135550003","19910704","女","有","有","有","無","会社員"
"135550016","19830202","女","有","無","有","無","主婦"
"135630059","19880411","女","有","無","無","有",""
"135710057","19930909","女","有","無","有","無","その他"
"135710066","19950605","女","有","無","有","無","会社員"
"135710076","19840217","女","有","有","有","無","主婦"
"135710091","19950208","女","有","無","無","有","会社員"
"135720039","19600206","男","有","無","無","有","その他"
"135810048","19930828","女","有","無","有","無","会社員"
"135810069","19861206","男","有","無","無","有","会社員"
"135830007","19700809","女","有","無","有","無","会社員"
"135910007","19800918","女","有","無","無","有","主婦"
"136110026","19640901","男","有","有","無","有","自営業"
"136110027","19870721","女","有","無","有","有","パート・アルバイト"
